source,target,aspect_intercell_source,aspect_intercell_target,category_intercell_source,category_intercell_target,category_source_intercell_source,category_source_intercell_target,consensus_direction,consensus_inhibition,consensus_score_intercell_source,consensus_score_intercell_target,consensus_stimulation,curation_effort,database_intercell_source,database_intercell_target,dip_url,entity_type_intercell_source,entity_type_intercell_target,is_inhibition,is_stimulation,n_primary_sources,n_references,n_sources,parent_intercell_source,parent_intercell_target,plasma_membrane_peripheral_intercell_source,plasma_membrane_peripheral_intercell_target,plasma_membrane_transmembrane_intercell_source,plasma_membrane_transmembrane_intercell_target,receiver_intercell_source,receiver_intercell_target,references,references_stripped,scope_intercell_source,scope_intercell_target,secreted_intercell_source,secreted_intercell_target,sources,transmitter_intercell_source,transmitter_intercell_target,type,uniprot_intercell_source,uniprot_intercell_target
EFNB3,EPHA4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,5,14,True,13,,iTALK;Almen2009;CellCellInteractions;HGNC;HPMR;Surfaceome;Ramilowski2015;LRdb;Baccin2019;OmniPath,http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=191997,protein,protein,False,True,15,7,23,ligand,receptor,False,False,True,True,False,True,Baccin2019:12383247;Baccin2019:12649481;Baccin2019:9484836;BioGRID:9484836;CellChatDB:15114347;CellPhoneDB:15114347;DIP:23812375;HPRD:12383247;HPRD:9484836;LRdb:12094214;SIGNOR:9330863;connectomeDB2020:12383247;connectomeDB2020:9484836,12094214;12383247;12649481;15114347;23812375;9330863;9484836,generic,generic,False,False,Baccin2019;BioGRID;CellChatDB;CellPhoneDB;CellTalkDB;DIP;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,Q15768,P54764
EFNA4,EPHA4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,7,14,True,11,,iTALK;CellCellInteractions;EMBRACE;HGNC;CellPhoneDB;HPMR;Surfaceome;Ramilowski2015;Guide2Pharma;LRdb;Baccin2019;OmniPath,http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=102509,protein,protein,False,True,15,8,20,ligand,receptor,True,False,True,True,False,True,Baccin2019:10366629;CellChatDB:15114347;CellPhoneDB:15114347;DIP:19836338;HPRD:10366629;ICELLNET:9530499;LRdb:11114742;SIGNOR:17306385;SignaLink3:23331499;SignaLink3:9267020;connectomeDB2020:10366629,10366629;11114742;15114347;17306385;19836338;23331499;9267020;9530499,generic,generic,True,False,Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;DIP;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;SignaLink3;connectomeDB2020;iTALK;talklr,True,False,post_translational,P52798,P54764
EFNB2,EPHA4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,6,14,True,13,,iTALK;Almen2009;CellCellInteractions;EMBRACE;HGNC;CellPhoneDB;HPMR;Surfaceome;Ramilowski2015;Guide2Pharma;LRdb;Baccin2019;OmniPath,http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=102507,protein,protein,False,True,15,5,23,ligand,receptor,False,False,True,True,False,True,Baccin2019:12761826;Baccin2019:9330863;CellChatDB:15114347;CellPhoneDB:15114347;CellTalkDB:15114347;DIP:19836338;HPRD:12761826;IntAct:19836338;LRdb:128;LRdb:9330863;Lit-BM-17:19836338;connectomeDB2020:12761826;connectomeDB2020:9330863,12761826;128;15114347;19836338;9330863,generic,generic,False,False,Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;DIP;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;IntAct;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,P52799,P54764
ANGPT2,EPHA4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,8,14,True,1,,iTALK;Almen2009;CellCellInteractions;EMBRACE;HGNC;CellPhoneDB;HPMR;Surfaceome;Ramilowski2015;Guide2Pharma;LRdb;Baccin2019;OmniPath,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,O15123,P54764
ANGPT1,EPHA4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,10,14,True,1,,iTALK;Almen2009;CellCellInteractions;EMBRACE;HGNC;CellPhoneDB;HPMR;Surfaceome;Ramilowski2015;LRdb;OmniPath,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,Q15389,P54764
PDGFD,EPHA4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,10,14,True,1,,iTALK;CellCellInteractions;HGNC;HPMR;Surfaceome;Ramilowski2015;LRdb;OmniPath,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,Q9GZP0,P54764
FGFR3,EPHA4,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,1,14,False,1,,Guide2Pharma;OmniPath,,protein,protein,False,False,2,1,4,ligand,receptor,False,False,True,True,False,True,HPRD:16365308,16365308,generic,generic,True,False,CellPhoneDB;HPRD;I2D_CellPhoneDB;InnateDB-All_CellPhoneDB,True,False,post_translational,P22607,P54764
BDNF,EPHA4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,14,True,1,,iTALK;Almen2009;CellCellInteractions;EMBRACE;HGNC;HPMR;Surfaceome;Ramilowski2015;LRdb;Baccin2019;SignaLink_function;OmniPath,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P23560,P54764
NTF3,EPHA4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,14,True,1,,iTALK;Almen2009;CellCellInteractions;EMBRACE;HGNC;GO_Intercell;Surfaceome;Ramilowski2015;LRdb;OmniPath,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P20783,P54764
EFNB1,EPHA4,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,7,14,False,5,,iTALK;Almen2009;CellCellInteractions;HGNC;CellPhoneDB;HPMR;ICELLNET;Surfaceome;Ramilowski2015;Kirouac2010;Guide2Pharma;LRdb;SignaLink_function;OmniPath,,protein,protein,False,False,8,2,10,ligand,receptor,False,False,True,True,False,True,Baccin2019:9330863;CellChatDB:15114347;CellPhoneDB:15114347;CellTalkDB:15114347;connectomeDB2020:15114347,15114347;9330863,generic,generic,False,False,Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;DLRP_talklr;EMBRACE;STRING_talklr;connectomeDB2020;iTALK;talklr,True,False,post_translational,P98172,P54764
VEGFA,EPHA4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,14,True,1,,iTALK;Almen2009;CellCellInteractions;EMBRACE;HGNC;CellPhoneDB;HPMR;ICELLNET;Surfaceome;Ramilowski2015;Guide2Pharma;LRdb;Baccin2019;OmniPath,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P15692,P54764
VEGFC,EPHA4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,14,True,1,,iTALK;CellCellInteractions;EMBRACE;HGNC;CellPhoneDB;GO_Intercell;Surfaceome;Ramilowski2015;Guide2Pharma;LRdb;Baccin2019;OmniPath,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P49767,P54764
FGFR4,EPHA4,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,1,14,False,1,,GO_Intercell;OmniPath,,protein,protein,False,False,2,1,4,ligand,receptor,False,False,True,True,False,True,HPRD:16365308,16365308,generic,generic,True,False,CellPhoneDB;HPRD;I2D_CellPhoneDB;InnateDB-All_CellPhoneDB,True,False,post_translational,P22455,P54764
PGF,EPHA4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,10,14,True,1,,CellCellInteractions;HGNC;SignaLink_function;OmniPath,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P49763,P54764
FYN,PTPRC,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,1,6,False,4,Matrisome;iTALK;CellPhoneDB;GO_Intercell;Ramilowski2015;DGIdb;LRdb;Baccin2019;OmniPath,iTALK;CellCellInteractions;GO_Intercell;ICELLNET;Ramilowski2015;LRdb;Baccin2019;OmniPath,,protein,protein,False,False,2,4,2,ligand,receptor,False,False,False,True,False,True,HPRD:12589038;HPRD:8980254;HPRD:9368621;HPRD:9535845,12589038;8980254;9368621;9535845,generic,generic,False,False,HPRD;PhosphoPoint,True,False,post_translational,P06241,P08575
FAS,PTPRC,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,1,6,True,0,LRdb;OmniPath,CellCellInteractions;CellPhoneDB;GO_Intercell;Baccin2019;OmniPath,,protein,protein,False,True,1,,1,ligand,receptor,False,False,True,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P25445,P08575
LGALS9,PTPRC,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,4,6,False,1,,iTALK;Almen2009;CellCellInteractions;EMBRACE;HGNC;CellPhoneDB;GO_Intercell;Surfaceome;Ramilowski2015;LRdb;Baccin2019;OmniPath,,protein,protein,False,False,1,1,1,ligand,receptor,False,False,False,True,False,True,CellChatDB:30120235,30120235,generic,generic,True,False,CellChatDB,True,False,post_translational,O00182,P08575
LGALS1,PTPRC,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,2,6,False,4,,iTALK;Almen2009;CellCellInteractions;EMBRACE;HGNC;HPMR;Surfaceome;Ramilowski2015;LRdb;Baccin2019;OmniPath,,protein,protein,False,False,4,2,4,ligand,receptor,False,False,False,True,False,True,CellTalkDB:10369126;HPRD:10490978;LRdb:10369126;connectomeDB2020:10369126,10369126;10490978,generic,generic,True,False,CellTalkDB;HPRD;LRdb;connectomeDB2020,True,False,post_translational,P09382,P08575
FYN,PTPRF,functional,functional,ligand,receptor,resource_specific,resource_specific,True,True,1,10,False,6,Matrisome;iTALK;CellPhoneDB;GO_Intercell;Ramilowski2015;DGIdb;LRdb;Baccin2019;OmniPath,iTALK;Almen2009;CellCellInteractions;EMBRACE;HGNC;GO_Intercell;HPMR;Surfaceome;Ramilowski2015;LRdb;Baccin2019;SignaLink_function;OmniPath,,protein,protein,True,True,8,2,11,ligand,receptor,False,False,False,True,False,True,Adhesome:12496362;Adhesome:18854310;HPRD-phos:12496362;HPRD:12496362;KEA:12496362;iPTMnet:12496362,12496362;18854310,generic,generic,False,False,Adhesome;HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;MIMP;PhosphoPoint;PhosphoSite_KEA;Wang;iPTMnet,True,False,post_translational,P06241,P10586
NID1,PTPRF,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,5,10,True,4,,iTALK;Almen2009;CellCellInteractions;HGNC;CellPhoneDB;GO_Intercell;HPMR;ICELLNET;Surfaceome;Ramilowski2015;Kirouac2010;Guide2Pharma;LRdb;Baccin2019;OmniPath,,protein,protein,False,True,9,1,13,ligand,receptor,False,False,False,True,False,True,Baccin2019:9647658;CellTalkDB:9647658;LRdb:9647658;connectomeDB2020:9647658,9647658,generic,generic,True,False,Baccin2019;CellTalkDB;EMBRACE;Fantom5_LRdb;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,P14543,P10586
FYN,PRKCA,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,1,1,True,1,Matrisome;iTALK;HGNC;CellPhoneDB;GO_Intercell;ICELLNET;Ramilowski2015;Kirouac2010;Guide2Pharma;LRdb;Baccin2019;OmniPath,iTALK;CellCellInteractions;HGNC;HPMR;Surfaceome;LRdb;OmniPath,,protein,protein,False,True,2,1,2,ligand,receptor,False,False,False,False,False,True,Adhesome:12721299,12721299,generic,generic,False,False,Adhesome;Wang,True,False,post_translational,P06241,P17252
RAC1,PRKCA,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,1,1,False,3,iTALK;EMBRACE;HGNC;CellPhoneDB;HPMR;Ramilowski2015;Guide2Pharma;LRdb;Baccin2019;OmniPath,CellCellInteractions;HGNC;SignaLink_function;OmniPath,,protein,protein,False,True,3,2,3,ligand,receptor,False,False,False,False,False,True,Adhesome:11284700;Adhesome:16628218;HPRD:11284700,11284700;16628218,generic,generic,False,False,Adhesome;HPRD;Wang,True,False,post_translational,P63000,P17252
MST1,PRKCA,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,11,1,False,1,,iTALK;Almen2009;CellCellInteractions;EMBRACE;HGNC;CellPhoneDB;GO_Intercell;Surfaceome;Ramilowski2015;LRdb;Baccin2019;OmniPath,,protein,protein,False,False,1,1,2,ligand,receptor,False,False,False,False,False,True,ProtMapper:26414765,26414765,generic,generic,True,False,ProtMapper;Sparser_ProtMapper,True,False,post_translational,P26927,P17252
IL1B,PRKCA,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,1,True,0,,iTALK;Almen2009;CellCellInteractions;EMBRACE;HGNC;CellPhoneDB;HPMR;Surfaceome;Ramilowski2015;LRdb;OmniPath,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,False,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P01584,P17252
FLT4,PRKCA,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,1,1,False,0,,iTALK;Almen2009;CellCellInteractions;EMBRACE;HGNC;Surfaceome;OmniPath,,protein,protein,False,True,1,,1,ligand,receptor,False,False,True,False,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P35916,P17252
VEGFC,PRKCA,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,1,True,0,,iTALK;Almen2009;CellCellInteractions;EMBRACE;CellPhoneDB;HPMR;ICELLNET;Ramilowski2015;Guide2Pharma;SignaLink_function;OmniPath,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,False,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P49767,P17252
FYN,THY1,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,1,3,False,4,iTALK;EMBRACE;HGNC;Ramilowski2015;LRdb;Baccin2019;OmniPath,iTALK;Almen2009;CellCellInteractions;EMBRACE;HGNC;CellPhoneDB;GO_Intercell;HPMR;ICELLNET;Surfaceome;Ramilowski2015;Kirouac2010;Guide2Pharma;LRdb;Baccin2019;SignaLink_function;OmniPath,,protein,protein,False,False,6,2,6,ligand,receptor,False,True,False,False,False,True,Adhesome:1351058;CellTalkDB:25416548;HPRD:1351058;LRdb:25416548,1351058;25416548,generic,generic,False,False,Adhesome;CellTalkDB;HPRD;LRdb;PhosphoPoint;Wang,True,False,post_translational,P06241,P04216
FYN,ITGB1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,1,13,True,1,iTALK;EMBRACE;HGNC;Ramilowski2015;LRdb;Baccin2019;OmniPath,iTALK;Almen2009;CellCellInteractions;EMBRACE;HGNC;CellPhoneDB;HPMR;ICELLNET;Surfaceome;Ramilowski2015;Guide2Pharma;LRdb;SignaLink_function;OmniPath,,protein,protein,False,True,2,1,2,ligand,receptor,False,False,False,True,False,True,Adhesome:11684709,11684709,generic,generic,False,False,Adhesome;Wang,True,False,post_translational,P06241,P05556
RAC1,ITGB1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,1,13,True,0,Matrisome;iTALK;CellPhoneDB;GO_Intercell;HPMR;ICELLNET;Ramilowski2015;Kirouac2010;Guide2Pharma;DGIdb;LRdb;Baccin2019;SignaLink_function;OmniPath,iTALK;Almen2009;CellCellInteractions;EMBRACE;CellPhoneDB;GO_Intercell;HPMR;Surfaceome;Ramilowski2015;LRdb;OmniPath,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,False,False,Wang,True,False,post_translational,P63000,P05556
HGF,ITGB1,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,12,13,False,1,,iTALK;Almen2009;CellCellInteractions;HGNC;CellPhoneDB;HPMR;Surfaceome;Ramilowski2015;Guide2Pharma;LRdb;Baccin2019;OmniPath,,protein,protein,False,False,2,1,3,ligand,receptor,False,False,False,True,False,True,CellTalkDB:32196115,32196115,generic,generic,True,False,CellTalkDB;LRdb;Reactome_LRdb,True,False,post_translational,P14210,P05556
TGFB1,ITGB1,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,15,13,False,2,,iTALK;Almen2009;CellCellInteractions;EMBRACE;HGNC;HPMR;ICELLNET;Surfaceome;Ramilowski2015;LRdb;Baccin2019;SignaLink_function;OmniPath,,protein,protein,False,False,3,2,5,ligand,receptor,False,False,False,True,False,True,CellTalkDB:12415008;ProtMapper:19115199,12415008;19115199,generic,generic,True,False,CellTalkDB;LRdb;ProtMapper;RLIMS-P_ProtMapper;Reactome_LRdb,True,False,post_translational,P01137,P05556
TGFB3,ITGB1,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,12,13,False,1,,iTALK;Almen2009;CellCellInteractions;EMBRACE;HGNC;CellPhoneDB;HPMR;Surfaceome;Ramilowski2015;Guide2Pharma;LRdb;Baccin2019;SignaLink_function;OmniPath,,protein,protein,False,False,2,1,3,ligand,receptor,False,False,False,True,False,True,CellTalkDB:32196115,32196115,generic,generic,True,False,CellTalkDB;LRdb;Reactome_LRdb,True,False,post_translational,P10600,P05556
ANGPT1,ITGB1,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,10,13,False,4,,iTALK;Almen2009;CellCellInteractions;EMBRACE;HGNC;CellPhoneDB;HPMR;Surfaceome;Ramilowski2015;LRdb;Baccin2019;SignaLink_function;OmniPath,,protein,protein,False,False,8,4,10,ligand,receptor,False,False,False,True,False,True,Baccin2019:11346644;CellTalkDB:15781448;connectomeDB2020:15690488;connectomeDB2020:19379779,11346644;15690488;15781448;19379779,generic,generic,True,False,Baccin2019;CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,Q15389,P05556
MDK,ITGB1,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,11,13,False,2,,iTALK;Almen2009;CellCellInteractions;EMBRACE;HGNC;CellPhoneDB;HPMR;ICELLNET;Surfaceome;Ramilowski2015;LRdb;Baccin2019;SignaLink_function;OmniPath,,protein,protein,False,False,6,2,8,ligand,receptor,False,False,False,True,False,True,CellTalkDB:32196115;connectomeDB2020:15466886,15466886;32196115,generic,generic,True,False,CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;connectomeDB2020;iTALK;talklr,True,False,post_translational,P21741,P05556
FLT4,ITGB1,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,1,13,False,1,,iTALK;Almen2009;CellCellInteractions;EMBRACE;HGNC;CellPhoneDB;GO_Intercell;HPMR;Surfaceome;Ramilowski2015;Guide2Pharma;LRdb;Baccin2019;OmniPath,,protein,protein,False,False,2,1,2,ligand,receptor,False,False,True,True,False,True,HPRD:11553610,11553610,generic,generic,True,False,HPRD;PhosphoPoint,True,False,post_translational,P35916,P05556
CXCL12,ITGB1,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,14,13,False,5,,iTALK;CellCellInteractions;CellPhoneDB;GO_Intercell;HPMR;Surfaceome;Ramilowski2015;LRdb;OmniPath,,protein,protein,False,False,7,1,8,ligand,receptor,False,False,False,True,False,True,CellTalkDB:18448868;LRdb:18448868;Ramilowski2015:18448868;connectomeDB2020:18448868;talklr:18448868,18448868,generic,generic,True,False,CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr,True,False,post_translational,P48061,P05556
VEGFA,ITGB1,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,14,13,False,1,,iTALK;Almen2009;CellCellInteractions;EMBRACE;CellPhoneDB;GO_Intercell;HPMR;ICELLNET;Surfaceome;Ramilowski2015;Kirouac2010;LRdb;Baccin2019;OmniPath,,protein,protein,False,False,5,1,7,ligand,receptor,False,False,False,True,False,True,CellTalkDB:32196115,32196115,generic,generic,True,False,CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr,True,False,post_translational,P15692,P05556
VEGFC,ITGB1,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,14,13,False,1,,CellCellInteractions;HGNC;OmniPath,,protein,protein,False,False,5,1,7,ligand,receptor,False,False,False,True,False,True,CellTalkDB:15590642,15590642,generic,generic,True,False,CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr,True,False,post_translational,P49767,P05556
RELN,ITGB1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,True,6,13,False,5,,iTALK;Almen2009;HPMR;Surfaceome;Ramilowski2015;LRdb;Baccin2019;OmniPath,,protein,protein,True,False,8,2,11,ligand,receptor,False,False,False,True,False,True,CA1:10725376;CA1:10939329;CellTalkDB:10939329;LRdb:10939329;connectomeDB2020:10939329,10725376;10939329,generic,generic,True,False,CA1;CellTalkDB;EMBRACE;Fantom5_LRdb;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr,True,False,post_translational,P78509,P05556
VTN,ITGB1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,8,13,True,2,,iTALK;Almen2009;CellCellInteractions;EMBRACE;CellPhoneDB;HPMR;ICELLNET;Surfaceome;Ramilowski2015;LRdb;OmniPath,,protein,protein,False,True,7,2,10,ligand,receptor,False,False,False,True,False,True,CA1:7716514;CellTalkDB:32196115,32196115;7716514,generic,generic,True,False,CA1;CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;Reactome_LRdb;STRING_talklr;Wang;iTALK;talklr,True,False,post_translational,P04004,P05556
